# A3 bias extension: one flux, four single-polarity offset variants x 5 frequencies x 6 depths x 2 passes.
# Generated by scripts/build_a3_protocols.py. Do not infer scientific validity from completion.
# Emission PD after filter/50:50 splitter; measured dark reference applied; J24 sync.
# Start with the calibrated optical log-sine drive. Keep sample/ROI/mask/PD gain/load fixed.
# Profile A1-bias-v1-monitoring; confirm this saved profile contains bias-v1 and filters OFF.
# diff_on/off are offsets; host readback must confirm each requested bias and restoration.
# a is commanded log excursion. Compute actual dark-corrected contrast from saved PDQ offline.
# All frequencies are candidates; test frequency independence at each flux AND bias offline.
# low_depth_control rows use a=0.01; they are NOT constant-light backgrounds.
# mean_u is a relative operating point, not calibrated photon flux. Retain registered frame references.
# Scope: effective thresholds in this optical configuration; local contrast/drift gates still apply.
# 360 recordings; 8400 s recording+settling; about 206.0 min with 11 s/file.
# Excludes manual references, bias readback overhead, retries and setup. Use New ID for an independent repeat.
camera_profile,label,mean_u,frequency_hz,depth_a,duration_s,settle_s,role,diff_on,diff_off
A1-bias-v1-monitoring,bias_pass1_on10_off0_anchor_low_depth_control,0.3,2,0.01,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_anchor_reference,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_bias_low_depth_control_start,0.3,2,0.01,20,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f2_a0.11,0.3,2,0.11,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f2_a0.2,0.3,2,0.2,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f2_a0.36,0.3,2,0.36,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_anchor_after_f2_d3,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f2_a0.63,0.3,2,0.63,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f2_a1.0,0.3,2,1.0,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f2_a1.3,0.3,2,1.3,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_anchor_after_f2_d6,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f0.5_a0.11,0.3,0.5,0.11,20,4,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f0.5_a0.2,0.3,0.5,0.2,20,4,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f0.5_a0.36,0.3,0.5,0.36,20,4,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_anchor_after_f0.5_d3,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f0.5_a0.63,0.3,0.5,0.63,20,4,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f0.5_a1.0,0.3,0.5,1.0,20,4,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f0.5_a1.3,0.3,0.5,1.3,20,4,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_anchor_after_f0.5_d6,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f8_a0.11,0.3,8,0.11,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f8_a0.2,0.3,8,0.2,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f8_a0.36,0.3,8,0.36,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_anchor_after_f8_d3,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f8_a0.63,0.3,8,0.63,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f8_a1.0,0.3,8,1.0,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f8_a1.3,0.3,8,1.3,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_anchor_after_f8_d6,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f0.2_a0.11,0.3,0.2,0.11,50,10,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f0.2_a0.2,0.3,0.2,0.2,50,10,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f0.2_a0.36,0.3,0.2,0.36,50,10,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_anchor_after_f0.2_d3,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f0.2_a0.63,0.3,0.2,0.63,50,10,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f0.2_a1.0,0.3,0.2,1.0,50,10,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f0.2_a1.3,0.3,0.2,1.3,50,10,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_anchor_after_f0.2_d6,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f32_a0.11,0.3,32,0.11,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f32_a0.2,0.3,32,0.2,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f32_a0.36,0.3,32,0.36,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_anchor_after_f32_d3,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f32_a0.63,0.3,32,0.63,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f32_a1.0,0.3,32,1.0,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_f32_a1.3,0.3,32,1.3,10,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_anchor_after_f32_d6,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_bias_low_depth_control_end,0.3,2,0.01,20,2,,10,0
A1-bias-v1-monitoring,bias_pass1_on10_off0_anchor_end,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_anchor_low_depth_control,0.3,2,0.01,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_anchor_reference,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_bias_low_depth_control_start,0.3,2,0.01,20,2,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f2_a0.11,0.3,2,0.11,10,2,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f2_a0.2,0.3,2,0.2,10,2,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f2_a0.36,0.3,2,0.36,10,2,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_anchor_after_f2_d3,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f2_a0.63,0.3,2,0.63,10,2,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f2_a1.0,0.3,2,1.0,10,2,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f2_a1.3,0.3,2,1.3,10,2,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_anchor_after_f2_d6,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f0.5_a0.11,0.3,0.5,0.11,20,4,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f0.5_a0.2,0.3,0.5,0.2,20,4,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f0.5_a0.36,0.3,0.5,0.36,20,4,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_anchor_after_f0.5_d3,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f0.5_a0.63,0.3,0.5,0.63,20,4,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f0.5_a1.0,0.3,0.5,1.0,20,4,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f0.5_a1.3,0.3,0.5,1.3,20,4,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_anchor_after_f0.5_d6,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f8_a0.11,0.3,8,0.11,10,2,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f8_a0.2,0.3,8,0.2,10,2,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f8_a0.36,0.3,8,0.36,10,2,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_anchor_after_f8_d3,0.3,2,0.63,20,2,,0,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f8_a0.63,0.3,8,0.63,10,2,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f8_a1.0,0.3,8,1.0,10,2,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_f8_a1.3,0.3,8,1.3,10,2,,-10,0
A1-bias-v1-monitoring,bias_pass1_on-10_off0_anchor_after_f8_d6,0.3,2,0.63,20,2,,0,0
